Latitude,Longitude,Severity,Image_URL
23.02590202720514,72.576973037975,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-103-_jpg.rf.4fa35472ae606aca56d49966dc91b5b6.jpg
23.024727079574305,72.57203265058358,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-103-_jpg.rf.e204fd0f4f80094ec52c54c31ab06db0.jpg
23.02350339395116,72.57595343575902,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-104-_jpg.rf.117ec7cfcc77d6e6f80130934b1d5aa1.jpg
23.029722263288004,72.57194526093716,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-104-_jpg.rf.e4efc52e048da0b6918c135b1bd39962.jpg
23.024716375300727,72.5739839937764,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-104-_jpg.rf.f986cb78d75fc164de95ac33c56d9474.jpg
23.023302749793398,72.57950046806572,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-105-_jpg.rf.0b52d3fe11f0b249a5eb2f14a8f0a14f.jpg
23.029117565052523,72.57862218606171,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-105-_jpg.rf.0ce0939aec2bb2ab235addf64d130914.jpg
23.02478663145701,72.57604745131273,88,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-105-_jpg.rf.859bee21c8abeda9bc4ef41da6d2d0bf.jpg
23.025505269428116,72.5728572701745,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-106-_jpg.rf.0cbfb7193cdb49723d65f538678e22d2.jpg
23.029013425007573,72.57972153543234,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-106-_jpg.rf.ac62ec1fab28b4344978edf35e9d2f3b.jpg
23.028895973331682,72.57288139124825,73,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-106-_jpg.rf.e4becd5b84615a7550986c2835dc285e.jpg
23.029832329824483,72.57209634055093,46,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-107-_jpg.rf.03fc77860b4af0df70c5ab46db783441.jpg
23.02400453577925,72.5745780877372,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-107-_jpg.rf.3553f8919ce95633136ebe837864a734.jpg
23.027575754645017,72.57857468665284,46,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-107-_jpg.rf.f0ad7fbe0407cb85527525e503913079.jpg
23.028099669470457,72.5731342917673,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-108-_jpg.rf.0a11aa9e03c7bce050328b7bb2341bad.jpg
23.029365273018772,72.57932366203626,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-108-_jpg.rf.1dee3ebe35fda326931fb1a1a3162f56.jpg
23.02496020387527,72.57156492535864,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-108-_jpg.rf.539074c8d5134b846ed4b34e66362766.jpg
23.028869006819054,72.57252884251058,30,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-109-_jpg.rf.04274b3be06ee972e8900a1875f45611.jpg
23.02834725954145,72.57379873367908,38,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-109-_jpg.rf.b84c3f664bd7ae818c9af8fb6bc95a9c.jpg
23.0242092213935,72.57576947356345,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-109-_jpg.rf.de4b44ded5874999731e65adcf907536.jpg
23.026233833040457,72.57644264452323,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-11-_jpg.rf.39503b2272330e0dd57ffe9fc6ed720e.jpg
23.02934978986529,72.57867594118581,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-11-_jpg.rf.489d3c93901c3240d87b78333702d26c.jpg
23.027297598171454,72.57850577518406,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-11-_jpg.rf.7bf3ce1997b0a5d878ad6fabe1e5772a.jpg
23.02811537221245,72.57979779813716,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-110-_jpg.rf.c61b825409e38c7651bca32e1d9680b5.jpg
23.023280872939353,72.57503148335599,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-110-_jpg.rf.c9150ba543315705a5bb08654144ccf9.jpg
23.02344787687667,72.57341015480868,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-110-_jpg.rf.ddb9b30f00ca7dfad4235fcd67610a9b.jpg
23.023791466315455,72.57378328012189,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-111-_jpg.rf.39065e4e7f12e6c9d4e829f9df001cec.jpg
23.028280938493698,72.57140339178963,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-111-_jpg.rf.3a38a17ad93dbe166ddcc54aae67d206.jpg
23.026153445874925,72.57723679361023,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-111-_jpg.rf.748bde6c84a85700fe3e4a8ad8e5c83c.jpg
23.023080066694707,72.5778870823816,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-112-_jpg.rf.3d443fe242b14e97a21264faecffde8c.jpg
23.023513842792745,72.57963031792607,92,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-112-_jpg.rf.565a4282cf6d23cbb37f3ee73567ec2b.jpg
23.024071554895812,72.57684487422871,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-112-_jpg.rf.a0296021fd4252e341077743b0990cb8.jpg
23.02682096516835,72.57415692318487,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-113-_jpg.rf.59ab5bd4ba9f0202cd15f82e7109fc77.jpg
23.0291607297693,72.5792636844768,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-113-_jpg.rf.b8d031ce65af24e0b5e80cab8723335b.jpg
23.026467047304426,72.57174897587988,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-113-_jpg.rf.dfebb14b79daa214f3f87995192a85ae.jpg
23.028346774243218,72.57347375245081,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-115-_jpg.rf.1da712be935af009c0a9e04f0276f225.jpg
23.02386977597531,72.57493876807872,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-115-_jpg.rf.2ac2c551c23ad08dd5599f320c8dd310.jpg
23.02335502528316,72.57972437588097,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-115-_jpg.rf.a808c9e7b2121bd93dbc59332a6d12cb.jpg
23.022595617683194,72.57241460254295,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-117-_jpg.rf.23537a5a480ec24a62b83163a80c4db3.jpg
23.02626377883951,72.57653631393983,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-117-_jpg.rf.8e6e071e8f8e9e9d6f84a1f35766ebf0.jpg
23.02747544241537,72.57278713608503,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-117-_jpg.rf.a5e887bf3c2428e83a81dc48e4f80b0e.jpg
23.02340801689601,72.57216029831487,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-118-_jpg.rf.8beeeda1ce5f8d0cf75e8634f45e6e7e.jpg
23.029471171747357,72.57587780995829,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-118-_jpg.rf.aa2953e739d235b2eddafdea4a1dab6e.jpg
23.026346737013338,72.57283823215019,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-118-_jpg.rf.cf3c2b75ffec6c9e27d18a6b98b67bf9.jpg
23.024914451703246,72.57796056857117,86,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-119-_jpg.rf.4871608ed18b586f1e4e5f2e440b1320.jpg
23.02685662628243,72.572920635545,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-119-_jpg.rf.8c7abcd78dd1d16256589acaf80a4182.jpg
23.02742261726839,72.5754306914669,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-119-_jpg.rf.efb59ea51e49ee98c39fcda52e3b6389.jpg
23.025526590816717,72.57728519403891,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-12-_jpg.rf.3145a5860685e71bb38756743d8c5132.jpg
23.02250478671403,72.57576507642166,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-12-_jpg.rf.40ca7474661c6928638675cb6b4f648f.jpg
23.02897499063286,72.57251834001946,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-12-_jpg.rf.f538915b42230d73cd5e22bcb4b06ce6.jpg
23.02277707591911,72.5759464016064,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-121-_jpg.rf.292a7daa7fa877194720b879161d8c40.jpg
23.024721010310806,72.57849554158034,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-121-_jpg.rf.6550c19d889288f83dca4f4c57545348.jpg
23.027628333200802,72.57969294424379,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-121-_jpg.rf.ca379af880817bcbc914bac8fd00d7e6.jpg
23.022734030916876,72.57688432642469,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-122-_jpg.rf.727dc87f7e5fb44ce14cf3878f669aa7.jpg
23.02276213383466,72.57239973416745,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-122-_jpg.rf.a7402de11b1c3f7af0cc32933211e3f6.jpg
23.028953364272855,72.57601028356416,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-122-_jpg.rf.c136dab4f56b39061798109d2420b61f.jpg
23.027362343101935,72.57273599519607,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-124-_jpg.rf.5e69150b156446dbd25a1ba55e83d665.jpg
23.029820789576252,72.57767914808282,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-124-_jpg.rf.5f9ee27d0fe8571af0685b1746b9d7fc.jpg
23.024093582998812,72.57287124712323,2,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-124-_jpg.rf.e75e7815306ccb81e78d7f8b63857483.jpg
23.027781634591214,72.57648861659837,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-126-_jpg.rf.260cc574c3efc137da742a912741a3fb.jpg
23.022796008185797,72.57165700279423,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-126-_jpg.rf.4d5c28bfd2ec83debd1fa97e86bbddb4.jpg
23.022555257879546,72.57975326138589,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-126-_jpg.rf.c72b1826e8aaa63d8f1713c2957e93e5.jpg
23.025467449345587,72.57221271179553,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-127-_jpg.rf.4aebae9cb49eac155acea198eb8d4649.jpg
23.0296798767191,72.57896278574077,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-127-_jpg.rf.513297c58b670dfbcee0c02f22a76c9f.jpg
23.02376823022677,72.57350593877005,47,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-127-_jpg.rf.762e69fb9b1c80f586c501b5b9c515db.jpg
23.02486886416088,72.5756177423989,64,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-128-_jpg.rf.0ac3472d1668a73f904ec562bcfc43ff.jpg
23.02888778486497,72.57746335583994,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-128-_jpg.rf.145c4607840c2bcac86b2f76c28a7750.jpg
23.029301213452683,72.5773597873052,88,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-128-_jpg.rf.e9d874018c8eb5296749630aca5603e6.jpg
23.02897819445854,72.5770387155716,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-13-_jpg.rf.6ada3c0e80b409618278df949cd6b7e5.jpg
23.029811092321765,72.57258040410167,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-13-_jpg.rf.b5e4ccd6fb004ba11f36c902116a6dfa.jpg
23.025318137277296,72.57161367442012,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-13-_jpg.rf.f7751cf8a51dd62c4e458caa96bc1906.jpg
23.023740030918333,72.57584276913659,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-130-_jpg.rf.0f6726c68af9fe60c2249e2349f8c049.jpg
23.026889143466722,72.57242644062619,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-130-_jpg.rf.2326fd752be4eb885ad113b533f9ac5c.jpg
23.027585891697733,72.57522371449376,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-130-_jpg.rf.573aa03e77804ed419f1fd0a190ba13a.jpg
23.02502415026879,72.57447968048483,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-131-_jpg.rf.30c2f70058a6fad525c31f57d3952d4d.jpg
23.023213262537563,72.57385073955302,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-131-_jpg.rf.7a54a7e1ad2243629779c48a41b94ca1.jpg
23.028923413565476,72.57194184791712,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-131-_jpg.rf.9506d58945bc1f6e0cd0b6810ca40ad5.jpg
23.023737687001393,72.57536222907436,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-132-_jpg.rf.17911c1b0d9ce482c109ce1e784940b4.jpg
23.026724563631735,72.57342921056916,90,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-132-_jpg.rf.797a01efcb3ccc31edc05fbd79854344.jpg
23.025161978338886,72.57148609554947,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-132-_jpg.rf.955ee641285edaa97d368881f70563fd.jpg
23.026933168717616,72.57630859164792,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-133-_jpg.rf.24a41f4b91e68f7e35f7d2feff83054d.jpg
23.025954369269034,72.57708731351899,33,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-133-_jpg.rf.7aa442a433a0074d31ec5ba2de39c2a4.jpg
23.025197673724055,72.57365346299186,1,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-133-_jpg.rf.8dc9e79be10c01f6f279b4c27266ab65.jpg
23.02467791729579,72.57515404884984,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-134-_jpg.rf.517c7c3c07571b10697a58b567940b58.jpg
23.02250538960009,72.5795658472277,97,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-134-_jpg.rf.a84bccc6824f607509bb701d8ccd3c87.jpg
23.026473580865826,72.57872344977929,17,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-134-_jpg.rf.e15dd6f2f2bc285d64fef68fb2d92164.jpg
23.02504734274182,72.57429082097293,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-135-_jpg.rf.1ee928d9f772b66ef1a56bc9ddc702b2.jpg
23.027692190242185,72.57686159107223,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-135-_jpg.rf.9cee00f51ec30b4e0f591b2da2007a10.jpg
23.02677790503289,72.57377891826319,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-135-_jpg.rf.d3d07ce395c3562793390b1003e99d1f.jpg
23.022876410750197,72.57579378089343,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-136-_jpg.rf.28112df3106c2b4485053cd6371a47ef.jpg
23.022586916785283,72.57229549924467,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-136-_jpg.rf.af169e1464071ae718f22b5baebe13a6.jpg
23.023902710641778,72.57785170461239,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-136-_jpg.rf.d694cf94912347ceff66727b95ecb05a.jpg
23.02850993716228,72.57892983779882,39,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-137-_jpg.rf.374184952caf59cfa399166b0111b640.jpg
23.029043860720254,72.57978309752959,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-137-_jpg.rf.5b5d603ae481652805ea93e3698ea609.jpg
23.027497232240883,72.57585931565748,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-137-_jpg.rf.eec8497f7279810ff44902d6eca0121b.jpg
23.02793795752347,72.57882417425131,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-138-_jpg.rf.07fa25bc5fbd7c2711b9ce8ac28ad6a2.jpg
23.025415333052354,72.57400910085964,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-138-_jpg.rf.766c3d35632f4641ce9d5207a3cadd70.jpg
23.02564965410279,72.57416578193695,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-138-_jpg.rf.8b1343ad71a58c8daf99e2311627f0c8.jpg
23.0248434170871,72.57431419672095,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-139-_jpg.rf.68c4e347a47e89fb46aedd298c2c3e5c.jpg
23.02651868162544,72.57332396087799,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-139-_jpg.rf.738912a20f4c9753a555bf9e7a468851.jpg
23.02667676514522,72.57654221061675,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-139-_jpg.rf.87bfef6ce65eb5df5b6053523e6b4954.jpg
23.02718438828037,72.57994755770885,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-14-_jpg.rf.0cf42e6b552e8f867e76237f36e7eadc.jpg
23.02517756804307,72.57415831837645,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-14-_jpg.rf.3e2f11367531d04d10e9132cf6fe9b8f.jpg
23.024382465777315,72.57232096207599,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-14-_jpg.rf.5795a6265ed32db2ca7965aa7e0174b1.jpg
23.025086526926923,72.57330608070983,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-141-_jpg.rf.94b5851bcded6830d88bef9ed5001cc4.jpg
23.026914983304543,72.57983791887315,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-141-_jpg.rf.dc5bb23e947044e6c4a4572abc3e8213.jpg
23.024680929050472,72.57830132745407,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-141-_jpg.rf.fc3d1df38a5c4e68febeb45b2a132f4a.jpg
23.025383603593518,72.57390252281667,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-142-_jpg.rf.0879365f4e7e435dba77c82134cc5623.jpg
23.029549423211577,72.57854151240333,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-142-_jpg.rf.8658b3f74ded0b4631ae8fb8215d1f97.jpg
23.02777046727642,72.57695429246228,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-142-_jpg.rf.d06e1261d14a5a908632f7f9984b1533.jpg
23.022605389122255,72.5714461219441,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-143-_jpg.rf.216b82e37fe7bf7ace28e129f406915c.jpg
23.02388331172298,72.57926166233209,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-143-_jpg.rf.eab223bbca50b3ff5899899213a6292d.jpg
23.02952729699586,72.57323118464313,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-143-_jpg.rf.f94e3b194754043332e4361c80e7d3db.jpg
23.02489068046629,72.57585325370835,100,file:///C:\Users\abhis\Downloads\Potholes_Dataset\Pothole_Segmentation_YOLOv8\train\images\pic-145-_jpg.rf.01b4f283d7eaa74981edcc0259ef43cb.jpg
